halId_s,uri_s,title_s,authFullName_s,producedDate_s,producedDateY_i,journalTitle_s,conferenceTitle_s,country_s
hal-03526955,https://hal.science/hal-03526955v1,TAL et linguistique outillée,Béatrice Daille,2021-10-19,2021,,ONELA,fr
hal-03477801,https://hal.science/hal-03477801v1,ACM-CR: A Manually Annotated Test Collection for Citation Recommendation,Florian Boudin,2021-09-27,2021,,ACM/IEEE Joint Conference on Digital Libraries (JCDL),fr
hal-03348578,https://hal.science/hal-03348578v1,"Influence of speaker pre-training on character voice representation,L'influence du pré-entrainement locuteur sur la représentation de voix de personnages","Mathias Quillot,Jarod Duret,Richard Dufour,Mickael Rouvier,Jean-François Bonastre",2021-09-27,2021,,23rd International Conference on Speech and Computer (SPECOM),ru
hal-03348572,https://hal.science/hal-03348572v1,"Assessing speaker-independent character information for acted voices,Évaluation de l'information personnage indépendante du locuteur pour les voix actées","Mathias Quillot,Richard Dufour,Jean-François Bonastre",2021-09-27,2021,,23rd International Conference on Speech and Computer (SPECOM),ru
hal-03434169,https://hal.science/hal-03434169v1,Using Grammatical Inference to Build Privacy Preserving Data-sets of User Logs,"Victor Connes,Colin de La Higuera,Hoel Le Capitaine",2021-08-23,2021,,International Conference on Grammatical Inference,fr
hal-03434191,https://hal.science/hal-03434191v1,What should I learn next? Ranking Educational Resources,"Victor Connes,Colin de La Higuera,Hoel Le Capitaine",2021-07-12,2021,,"2021 IEEE 45th Annual Computers, Software, and Applications Conference (COMPSAC)",es
hal-03265884,https://hal.science/hal-03265884v1,Caractérisation des relations sémantiques entre termes multi-mots fondée sur l'analogie,"Yizhe Wang,Béatrice Daille,Nabil Hathout",2021-06-28,2021,,28e conférence annuelle sur le Traitement Automatique des Langues Naturelles (TALN-2021),fr
hal-03272840,https://hal.science/hal-03272840v1,Redefining Absent Keyphrases and their Effect on Retrieval Effectiveness,"Florian Boudin,Ygor Gallina",2021-06,2021,,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,fr
hal-03197434,https://hal.science/hal-03197434v1,SINr: Fast Computing of Sparse Interpretable Node Representations is not a Sin!,"Thibault Prouteau,Victor Connes,Nicolas Dugué,Anthony Perez,Jean-Charles Lamirel,Nathalie Camelin,Sylvain Meignier",2021-04-26,2021,,"Advances in Intelligent Data Analysis XIX, 19th International Symposium on Intelligent Data Analysis, IDA 2021",pt
hal-03428940,https://hal.science/hal-03428940v1,Incremental learning of iterated dependencies,"Denis Béchet,Annie Foret",2021-03,2021,Machine Learning,,
hal-03527016,https://hal.science/hal-03527016v1,Approche multimodale par plongements de texte et de graphes pour la détection de messages abusifs,"Noé Cecillon,Richard Dufour,Vincent Labatut",2021,2021,Revue TAL : traitement automatique des langues,,
hal-03265925,https://hal.science/hal-03265925v1,"DEFT 2021: Évaluation automatique de réponses courtes\, une approche basée sur la sélection de traits lexicaux et augmentation de données","Timothée Poulain,Victor Connes",2021,2021,,Traitement Automatique des Langues Naturelles,fr
hal-03265908,https://hal.science/hal-03265908v1,Revue de la littérature : entrepôts de données biomédicales et traitement automatique de la langue,Adrien Bazoge,2021,2021,,Traitement Automatique des Langues Naturelles,fr
hal-03100170,https://hal.science/hal-03100170v1,Hierarchical Text Segmentation for Medieval Manuscripts,"Amir Hazem,Béatrice Daille,Louis Chevalier,Dominique Stutzmann,Christopher Kermorvant",2020-12-08,2020,,COLING'2020 The 28th International Conference on Computational Linguistics,es
hal-02940028,https://hal.science/hal-02940028v1,Confidence measure for speech-to-concept end-to-end spoken language understanding,"Antoine Caubrière,Yannick Estève,Antoine Laurent,Emmanuel Morin",2020-10-25,2020,,Interspeech 2020,cn
hal-02951467,https://cnrs.hal.science/hal-02951467v1,"Some Things you may Want to Know about Electronic Voting in France,Quelques choses que vous pourriez avoir envie de savoir au sujet du vote électronique en France","Chantal Enguehard,Camille Noûs",2020-10-07,2020,,E-Vote-ID 2020,at
hal-02878953,https://hal.science/hal-02878953v1,Large-Scale Evaluation of Keyphrase Extraction Models,"Ygor Gallina,Florian Boudin,Béatrice Daille",2020-08-01,2020,,ACM/IEEE Joint Conference on Digital Libraries (JCDL),cn
hal-03272831,https://hal.science/hal-03272831v1,The DELICES project: Indexing scientific literature through semantic expansion,"Florian Boudin,Béatrice Daille,Evelyne Jacquey,Jian-Yun Nie",2020-07-06,2020,,Joint Conference of the Information Retrieval Communities in Europe (CIRCLE),fr
hal-02556086,https://hal.science/hal-02556086v2,Keyphrase Generation for Scientific Document Retrieval,"Florian Boudin,Ygor Gallina,Akiko Aa Aizawa",2020-07-06,2020,,The 58th Annual Meeting of the Association for Computational Linguistics (ACL),us
hal-02786191,https://hal.science/hal-02786191v3,Simplification de textes : un état de l’art,Sofiane Elguendouze,2020-06-08,2020,,"6e conférence conjointe Journées d'Études sur la Parole (JEP, 33e édition), Traitement Automatique des Langues Naturelles (TALN, 27e édition), Rencontre des Étudiants Chercheurs en Informatique pour le Traitement Automatique des Langues (RÉCITAL, 22e édition). Volume 3 : Rencontre des Étudiants Chercheurs en Informatique pour le TAL",fr
hal-02447593,https://hal.science/hal-02447593v1,A unified and unsupervised framework for bilingual phrase alignment on specialized comparable corpora,"Jingshu Liu,Emmanuel Morin,Sebastián Peña Saldarriaga,Joseph Lark",2020-06,2020,,24th European Conference on Artificial Intelligence (ECAI),es
hal-03272825,https://hal.science/hal-03272825v1,An Evaluation Dataset for Identifying Communicative Functions of Sentences in English Scholarly Papers,"Kenichi Iwatsuki,Florian Boudin,Akiko Aizawa",2020-05-11,2020,,12th Conference on Language Resources and Evaluation (LREC 2020),fr
hal-03272824,https://hal.science/hal-03272824v1,TermEval 2020: TALN-LS2N System for Automatic Term Extraction,"Amir Hazem,Mérième Bouhandi,Florian Boudin,Béatrice Daille",2020-05-11,2020,,6th International Workshop on Computational Terminology (COMPUTERM 2020),fr
hal-02931294,https://hal.science/hal-02931294v1,Books of Hours: the First Liturgical Corpus for Text Segmentation,"Amir Hazem,Béatrice Daille,Marie-Laurence Bonhomme,Martin Maarand,Mélodie Boillet,Christopher Kermorvant,Dominique Stutzmann",2020-05-11,2020,,12th Language Resources and Evaluation Conference,fr
hal-02496700,https://hal.science/hal-02496700v1,"A Multimodal Educational Corpus of Oral Courses: Annotation\, Analysis and Case Study","Salima Mdhaffar,Yannick Estève,Antoine Laurent,Nicolas Hernandez,Richard Dufour,Delphine Charlet,Géraldine Damnati,Solen Quiniou,Nathalie Camelin",2020-05-11,2020,,LREC,fr
hal-02475026,https://hal.science/hal-02475026v1,Where are we in Named Entity Recognition from Speech?,"Antoine Caubrière,Sophie Rosset,Yannick Estève,Antoine Laurent,Emmanuel Morin",2020-05-11,2020,,12th International Conference on Language Resources and Evaluation (LREC),fr
hal-02465899,https://hal.science/hal-02465899v1,Error analysis applied to end-to end spoken language understanding,"Antoine Caubrière,Sahar Ghannay,Natalia Tomashenko,Renato de Mori,Antoine Laurent,Emmanuel Morin,Yannick Estève",2020-05-04,2020,,"45th International Conference on Acoustics, Speech, and Signal Processing (ICASSP 2020)",es
hal-03478035,https://hal.science/hal-03478035v1,Towards Automatic Thesaurus Construction and Enrichment.,"Claudia Lanza,Amir Hazem,Béatrice Daille",2020-05,2020,,6th International Workshop on Computational Terminology (COMPUTERM 2020),fr
hal-03478024,https://hal.science/hal-03478024v1,A study of semantic projection from single word terms to multi-word terms in the environment domain,"Yizhe Wang,Béatrice Daille,Nabil Hathout",2020-05,2020,,6th International Workshop on Computational Terminology (COMPUTERM 2020),fr
hal-03477962,https://hal.science/hal-03477962v1,Workshop 6e International Workshop on Computational Terminology (COMPUTERM 2020),"Béatrice Daille,Kyo Kageura,Rigouts Ayla",2020-04,2020,,,
tel-02938554,https://hal.science/tel-02938554v1,"Unsupervised cross-lingual representation modeling for variable length phrases,Apprentissage de représentations cross-lingue d’expressions de longueur variable",Jingshu Liu,2020-01-29,2020,,,
hal-02433763,https://hal.science/hal-02433763v1,Varia - Préface - 60-1,"Cécile Fabre,Emmanuel Morin,Sophie Rosset,Pascale Sébillot",2020-01-08,2020,Revue TAL : traitement automatique des langues,,
hal-02946405,https://hal.science/hal-02946405v1,Thesaurus Matching in Electronic Commerce,"Thomas Cerqueus,Jonathan Bonnaud,Oleksandr Dashkov,Emmanuel Morin",2020,2020,Electronic Commerce Research,,
hal-02798516,https://hal.science/hal-02798516v3,Où en sommes-nous dans la reconnaissance des entités nommées structurées à partir de la parole ?,"Antoine Caubrière,Sophie Rosset,Yannick Estève,Antoine Laurent,Emmanuel Morin",2020,2020,,"6e conférence conjointe Journées d'Études sur la Parole (JEP, 33e édition), Traitement Automatique des Langues Naturelles (TALN, 27e édition), Rencontre des Étudiants Chercheurs en Informatique pour le Traitement Automatique des Langues (RÉCITAL, 22e édition). Volume 1 : Journées d'Études sur la Parole",fr
hal-02484727,https://hal.science/hal-02484727v1,End-to-End Response Selection Based on Multi-LevelContext Response Matching,"Basma El Amel Boussaha,Nicolas Hernandez,Christine Jacquin,Emmanuel Morin",2020,2020,Computer Speech and Language,,
hal-03163877,https://cnrs.hal.science/hal-03163877v1,Contributions à la modélisation des ressources du tamajaq à partir de l'analyse des verbo-nominaux de deux parlers nigériens,"Issouf Modi,Chantal Enguehard",2019-12-06,2019,,Journées de Linguistique Berbère,fr
hal-02434239,https://hal.science/hal-02434239v1,Les Systèmes Inéquitables Numériques (SIN),"Chantal Enguehard,Anaïs Danet",2019-12-03,2019,,Journées Réseaux de l'Enseignement et de la Recherche JRES2019,fr
hal-02401629,https://nantes-universite.hal.science/hal-02401629v1,Keyword extraction: Issues and methods,"Nazanin Firoozeh,Adeline Nazarenko,Fabrice Alizon,Béatrice Daille",2019-11-11,2019,Natural Language Engineering,,
hal-02395709,https://hal.science/hal-02395709v1,KPTimes: A Large-Scale Dataset for Keyphrase Generation on News Documents,"Ygor Gallina,Florian Boudin,Béatrice Daille",2019-10-29,2019,,12th International Conference on Natural Language Generation (INLG),jp
tel-02926608,https://hal.science/tel-02926608v1,"Response Selection for End-to-End Retrieval-Based Dialogue Systems,Sélection de Réponses pour les Systèmes de Dialogue Basés sur la Recherche de Réponse de Bout en Bout",Basma El Amel Boussaha,2019-10-23,2019,,,
hal-02353011,https://hal.science/hal-02353011v1,Recent Advances in End-to-End Spoken Language Understanding,"Natalia Tomashenko,Antoine Caubrière,Yannick Estève,Antoine Laurent,Emmanuel Morin",2019-10-14,2019,,7th International Conference on Statistical Language and Speech Processing (SLSP),si
hal-02462675,https://inria.hal.science/hal-02462675v1,On Categorial Grammatical Inference and Logical Information Systems,"Denis Béchet,Annie Foret",2019-10-01,2019,,,
hal-02304620,https://hal.science/hal-02304620v1,Qualitative Evaluation of ASR Adaptation in a Lecture Context: Application to the PASTEL Corpus,"Salima Mdhaffar,Yannick Estève,Nicolas Hernandez,Antoine Laurent,Richard Dufour,Solen Quiniou",2019-09-15,2019,,Interspeech 2019,at
hal-02304597,https://hal.science/hal-02304597v1,Curriculum-based transfer learning for an effective end-to-end spoken language understanding and domain portability,"Antoine Caubrière,Natalia Tomashenko,Antoine Laurent,Emmanuel Morin,Nathalie Camelin,Yannick Estève",2019-09-15,2019,,20th Annual Conference of the International Speech Communication Association (InterSpeech),at
hal-02391495,https://hal.science/hal-02391495v1,Tweaks and Tricks for Word Embedding Disruptions,"Amir Hazem,Nicolas Hernandez",2019-09-04,2019,,Recent Advances In Natural Language Processing (RANLP),bg
hal-02391518,https://hal.science/hal-02391518v1,Meta-Embedding Sentence Representation for Textual Similarity,"Amir Hazem,Nicolas Hernandez",2019-09-02,2019,,Recent Advances In Natural Language Processing (RANLP),bg
hal-02402831,https://nantes-universite.hal.science/hal-02402831v1,Automatic segmentation of texts into units of meaning for reading assistance,"Jean-Claude Houbart,Solen Quiniou,Marion Berthaut,Béatrice Daille,Claire Salomé",2019-08-11,2019,,IJCAI workshop on AI and the United Nations SDGs,cn
hal-02401711,https://nantes-universite.hal.science/hal-02401711v1,Towards Automatic Variant Analysis of Ancient Devotional Texts,"Amir Hazem,Béatrice Daille,Dominique Stutzmann,Jacob Currie,Christine Jacquin",2019-08,2019,,1st International Workshop on Computational Approaches to Historical Language Change,it
hal-02433842,https://hal.science/hal-02433842v1,Blockchain et vote électronique,Chantal Enguehard,2019-07-31,2019,"Terminal. Technologie de l’information, culture & société",,
hal-02401696,https://nantes-universite.hal.science/hal-02401696v1,Integrated DH. Rationale of the HORAE Research Project.,"Dominique Stutzmann,Jacob Currie,Béatrice Daille,Amir Hazem,Christopher Kermorvant",2019-07-09,2019,,Digital Humanities Conference,nl
hal-02408156,https://hal.science/hal-02408156v1,"Apprentissage de plongements lexicaux par une approche réseaux complexes,Complex networks based word embeddings","Victor Connes,Nicolas Dugué",2019-07-03,2019,,TALN 2019,fr
hal-02433770,https://nantes-universite.hal.science/hal-02433770v1,Apport des termes complexes pour enrichir l'analyse distributionnelle en domaine spécialisé,Mérième Bouhandi,2019-07-01,2019,,21e Rencontre des Étudiants Chercheurs en Informatique pour le Traitement Automatique des Langues (RECITAL),fr
hal-02433723,https://nantes-universite.hal.science/hal-02433723v1,"DeFT 2019 : Auto-encodeurs\, Gradient Boosting et combinaisons de modèles pour l’identification automatique de mots-clés. Participation de l’équipe TALN du LS2N","Mérième Bouhandi,Florian Boudin,Ygor Gallina",2019-07-01,2019,,Défi Fouille de Textes (DEFT),fr
hal-02427859,https://nantes-universite.hal.science/hal-02427859v1,Terminology systematization for Cybersecurity domain in Italian language,"Claudia Lanza,Béatrice Daille",2019-07-01,2019,,TIA 2019 Terminologie et Intelligence Artificielle - Atelier TALN-RECITAL et IC (PFIA 2019),fr
hal-02409038,https://hal.science/hal-02409038v1,Réutilisation de textes dans les manuscrits anciens,"Amir Hazem,Béatrice Daille,Dominique Stutzmann,Jacob Currie,Christine Jacquin",2019-07-01,2019,,26e conférence sur le Traitement Automatique des Langues Naturelles (TALN),fr
hal-02395693,https://hal.science/hal-02395693v1,"État de l'art des méthodes d'apprentissage profond pour l'extraction automatique de termes-clés,State of the art of deep learning methods for automatic keyphrase extraction",Ygor Gallina,2019-07-01,2019,,21e Rencontre des Étudiants Chercheurs en Informatique pour le Traitement Automatique des Langues (RECITAL),fr
hal-02304614,https://hal.science/hal-02304614v1,Curriculum d'apprentissage : reconnaissance d'entités nommées pour l'extraction de concepts sémantiques,"Antoine Caubrière,Natalia Tomashenko,Yannick Estève,Antoine Laurent,Emmanuel Morin",2019-07-01,2019,,26e conférence sur le Traitement Automatique des Langues Naturelles (TALN),fr
hal-02566345,https://hal.science/hal-02566345v1,Actes de la 26e conférence sur le Traitement Automatique des Langues Naturelles,"Emmanuel Morin,Sophie Rosset,Pierre Zweigenbaum",2019-07,2019,,Plate-Forme Intelligence Artificielle,
hal-02118473,https://hal.science/hal-02118473v1,La démocratie sociale à l’ère numérique,"Sabrina Mraouahi,Franck Petit,Chantal Enguehard,Jean-Didier Graton",2019-05-16,2019,Lexbase Social,,
hal-01789046,https://hal.science/hal-01789046v1,Varia - Préface - 59-1,"Emmanuel Morin,Sophie Rosset,Pascale Sébillot",2019-05,2019,,,
hal-02073275,https://hal.science/hal-02073275v1,Towards Simple but Efficient Next Utterance Ranking,"Basma El Amel Boussaha,Nicolas Hernandez,Christine Jacquin,Emmanuel Morin",2019-04-07,2019,,20th International Conference on Computational Linguistics and Intelligent Text Processing (CICLing),fr
hal-02399537,https://nantes-universite.hal.science/hal-02399537v1,Learning Unions of k-Testable Languages,"Alexis Linard,Colin de La Higuera,Frits Vaandrager",2019-03-26,2019,,LATA: Language and Automata Theory and Applications,ru
hal-02017674,https://hal.science/hal-02017674v1,Multi-level Context Response Matching in Retrieval-Based Dialog Systems,"Basma El Amel Boussaha,Nicolas Hernandez,Christine Jacquin,Emmanuel Morin",2019-01-27,2019,,Dialog System Technology Challenges Workshop at AAAI,us
hal-02430291,https://nantes-universite.hal.science/hal-02430291v1,"Transcription automatique et segmentation thématique de livres d’heures manuscrits,Handwritten text recognition and text segmentation adapted to manuscript books of hours","Béatrice Daille,Amir Hazem,Christopher Kermorvant,Martin Maarand,Marie-Laurence Bonhomme,Dominique Stutzmann,Jacob Currie,Christine Jacquin",2019,2019,Revue TAL : traitement automatique des langues,,
hal-02399521,https://nantes-universite.hal.science/hal-02399521v1,"Teachers\, Learners\, and Oracles","Achilles Beros,Colin de La Higuera",2019,2019,Notre Dame Journal of Formal Logic,,
hal-01987740,https://hal.science/hal-01987740v2,End-to-end named entity and semantic concept extraction from speech,"Sahar Ghannay,Antoine Caubrière,Yannick Estève,Nathalie Camelin,Edwin Simonnet,Antoine Laurent,Emmanuel Morin",2018-12-18,2018,,IEEE Spoken Language Technology Workshop,gr
tel-02925118,https://hal.science/tel-02925118v1,"Extraction d’information dans des documents manuscrits anciens,Extracting information in old handwritten documents",Adeline Granet,2018-12-12,2018,,,
hal-01956117,https://hal.science/hal-01956117v2,L'introduction de machines à voter en République Démocratique du Congo,"Valentin Lesfauries,Chantal Enguehard",2018-10-15,2018,,Les Convergences du droit et du numérique,fr
hal-02181815,https://hal.science/hal-02181815v1,Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora,"Emmanuel Morin,Amir Hazem",2018-08-20,2018,,27th International Conference on Computational Linguistics (COLING),us
hal-02001236,https://hal.science/hal-02001236v1,Towards a unified framework for bilingual terminology extraction of single-word and multi-word terms,"Jingshu Liu,Emmanuel Morin,Sebastián Peña Saldarriaga",2018-08-20,2018,,27th International Conference on Computational Linguistics (COLING),us
hal-01868743,https://hal.science/hal-01868743v1,Transfer Learning for a Letter-Ngrams to Word Decoder in the Context of Historical Handwriting Recognition with Scarce Resources,"Adeline Granet,Emmanuel Morin,Harold Mouchère,Solen Quiniou,Christian Viard-Gaudin",2018-08-20,2018,,27th International Conference on Computational Linguistics (COLING),us
hal-01821598,https://hal.science/hal-01821598v1,Separating Optical and Language Models through Encoder-Decoder Strategy for Transferable Handwriting Recognition,"Adeline Granet,Emmanuel Morin,Solen Quiniou,Christian Viard-Gaudin,Harold Mouchère",2018-08,2018,,16th International Conference on Frontiers in Handwriting Recognition (ICFHR),ca
hal-02056905,https://hal.science/hal-02056905v1,Dictionaries for Under-Resourced Languages: from Published Files to Standardized Resources Available on the Web,"Mathieu Mangeot,Chantal Enguehard",2018-07-22,2018,,,
hal-01983546,https://hal.science/hal-01983546v1,Unsupervised Keyphrase Extraction with Multipartite Graphs,Florian Boudin,2018-06-01,2018,,16th Annual Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (NAACL HLT),us
hal-01868747,https://hal.science/hal-01868747v1,Décodeur neuronal pour la transcription de documents manuscrits anciens,"Adeline Granet,Emmanuel Morin,Harold Mouchère,Solen Quiniou,Christian Viard-Gaudin",2018-05-16,2018,,25e conférence sur le Traitement Automatique des Langues Naturelles (TALN),fr
hal-01839407,https://hal.science/hal-01839407v1,"DEFT2018 : Recherche d'information et analyse de sentiments dans des tweets concernant les transports en Île de France,DEFT2018 : Recherche d’information et analyse de sentiments dans des tweets concernant les transports en Île de France.","Patrick Paroubek,Cyril Grouin,Patrice Bellot,Vincent Claveau,Iris Eshkol-Taravella,Amel Fraisse,Agata Jackiewicz,Jihen Karoui,Laura Monceaux,Juan-Manuel Torres-Moreno",2018-05-15,2018,,DEFT 2018 - 14ème atelier Défi Fouille de Texte,fr
hal-02017648,https://hal.science/hal-02017648v1,Ordonnancement de réponses dans les systèmes de dialogue basé sur une similarité contexte/réponse,"Basma El Amel Boussaha,Nicolas Hernandez,Christine Jacquin,Emmanuel Morin",2018-05-14,2018,,25e conférence sur le Traitement Automatique des Langues Naturelles (TALN),fr
hal-01819079,https://hal.science/hal-01819079v1,Crowdsourcing-based Annotation of the Accounting Registers of the Italian Comedy,"Adeline Granet,Benjamin Hervy,Geoffrey Roman Jimenez,Marouane Hachicha,Emmanuel Morin,Harold Mouchère,Solen Quiniou,Guillaume Raschia,Françoise Rubellin,Christian Viard-Gaudin",2018-05-07,2018,,11th International Conference on Language Resources and Evaluation (LREC),jp
hal-01737726,https://hal.science/hal-01737726v1,Towards a Diagnosis of Textual Difficulties for Children with Dyslexia,"Solen Quiniou,Béatrice Daille",2018-05-07,2018,,11th International Conference on Language Resources and Evaluation  (LREC),jp
hal-01719913,https://hal.science/hal-01719913v1,"PyRATA\, PYthon Rule-based feAture sTructure Analysis","Nicolas Hernandez,Amir Hazem",2018-05-07,2018,,11th International Conference on Language Resources and Evaluation (LREC),jp
hal-01719910,https://hal.science/hal-01719910v1,A Multi-Domain Framework for Textual Similarity. A Case Study on Question-to-Question and Question-Answering Similarity Tasks,"Amir Hazem,Basma El Amel Boussaha,Nicolas Hernandez",2018-05-07,2018,,11th International Conference on Language Resources and Evaluation (LREC),jp
hal-02181860,https://hal.science/hal-02181860v1,Varia - Préface - 58-1,"Jean-Luc Minel,Emmanuel Morin,Pascale Sébillot,Isabelle Tellier",2018-05,2018,Revue TAL : traitement automatique des langues,,
hal-02001678,https://hal.science/hal-02001678v1,"Alignement de termes de longueurs variables en corpus comparables spécialisés,Alignment of variable length terms in specialized comparable corpora","Jingshu Liu,Emmanuel Morin,Sebastián Peña Saldarriaga",2018-05,2018,,25e conférence sur le Traitement Automatique des Langues Naturelles (TALN),fr
hal-01995257,https://hal.science/hal-01995257v1,Word Embedding Approach for Synonym Extraction of Multi-Word Terms,"Béatrice Daille,Amir Hazem",2018-05,2018,,11th International Conference on Language Resources and Evaluation (LREC),jp
hal-02017683,https://hal.science/hal-02017683v1,Next utterance ranking based on context response similarity,"Basma El Amel Boussaha,Nicolas Hernandez,Christine Jacquin,Emmanuel Morin",2018-03-12,2018,,5th Machine Learning and Data Analytics Symposium (MLDAS),qa
halshs-01713729,https://shs.hal.science/halshs-01713729v1,Enseigner la programmation informatique : comment réagissent les professeurs des écoles ?,"Marine Roche,Colin de La Higuera,Christophe Michaut",2018-02-20,2018,Notes du CREN,,
hal-01681126,https://hal.science/hal-01681126v1,Transfer Learning for Handwriting Recognition on Historical Documents,"Adeline Granet,Emmanuel Morin,Harold Mouchère,Solen Quiniou,Christian Viard-Gaudin",2018-01-16,2018,,7th International Conference on Pattern Recognition Applications and Methods (ICPRAM),pt
hal-01681114,https://hal.science/hal-01681114v1,Transfer Learning for Structures Spotting in Unlabeled Handwritten Documents using Randomly Generated Documents,"Geoffrey Roman-Jimenez,Christian Viard-Gaudin,Adeline Granet,Harold Mouchère",2018-01-16,2018,,International Conference on Pattern Recognition Applications and Methods,pt
hal-02006824,https://hal.science/hal-02006824v1,A Simple Linear-Time Algorithm for Computing the Centroid and Canonical Form of a Plane Graph and Its Applications,"Colin de La Higuera,Tatsuya Akutsu,Takayuki Tamura",2018,2018,,Annual Symposium on Combinatorial Pattern Matching  (CPM 2018),de
hal-01995252,https://hal.science/hal-01995252v1,Modélisation à base de graphe pour l’indexation en domaines de spécialité.,"Adrien Bougouin,Florian Boudin,Béatrice Daille",2018,2018,"Recherche d’Information, Document et Web Sémantique",,
hal-01995251,https://hal.science/hal-01995251v1,Indexation d’articles scientifiques. Présentation et résultats du défi fouille de textes DEFT 2016,"Béatrice Daille,Sabine Barreaux,Adrien Bougouin,Florian Boudin,Damien Cram,Amir Hazem",2018,2018,"Recherche d’Information, Document et Web Sémantique",,
hal-01720879,https://hal.science/hal-01720879v1,Advances in interactive translation technology,"Michael Carl,Emmanuel Planas",2018,2018,,,
hal-01719809,https://hal.science/hal-01719809v1,Computing the Expected Edit Distance from a String to a Probabilistic Finite-State Automaton,"Colin de La Higuera,Jorge Calvo-Zaragoza,Jose Oncina",2017-12-15,2017,International Journal of Foundations of Computer Science,,
hal-01720847,https://hal.science/hal-01720847v1,Monitoring the Use of newly Integrated Resources into cat Tools: A Prototype,"Aurélie Picton,Emmanuel Planas,Amélie Josselin-Leray",2017-12,2017,,,
hal-01705643,https://hal.science/hal-01705643v1,Biography of Alexandre Dikovsky,"Denis Béchet,Michael Dekhtyar",2017-12,2017,"Journal of Logic, Language and Information",,
hal-01757418,https://hal.science/hal-01757418v1,Bilingual Word Embeddings for Bilingual Terminology Extraction from Specialized Comparable Corpora,"Amir Hazem,Emmanuel Morin",2017-11-27,2017,,8th International Joint Conference on Natural Language Processing (IJCNLP),tw
tel-01723018,https://hal.science/tel-01723018v1,"Analyse discursive et multi-modale des conversations écrites en ligne portées sur la résolution de problèmes,Multi-modal discursive analysis of problem-solving written online conversations",Soufian Antoine Salim,2017-11-22,2017,,,
tel-01630619,https://theses.hal.science/tel-01630619v1,"Construction semi-automatique de ressources pour la fouille d'opinion,Semi-automatic acquisition of opinion mining resources",Joseph Lark,2017-10-17,2017,,,
hal-01730380,https://inria.hal.science/hal-01730380v1,De l'annulation d'élections par Internet par le moyen des insuffisances du système de vote,"Chantal Enguehard,Tatiana Shulga-Morskaya",2017-09-11,2017,,Les convergences du droit et du numérique,fr
hal-01730375,https://inria.hal.science/hal-01730375v1,De la preuve et de l'utilisation des Systèmes Inéquitables Numériques (SIN),"Anaïs Danet,Chantal Enguehard",2017-09-11,2017,,Les convergences du droit et du numérique,fr
hal-01719902,https://hal.science/hal-01719902v1,MappSent: a Textual Mapping Approach for Question-to-Question Similarity,"Amir Hazem,Basma El Amel Boussaha,Nicolas Hernandez",2017-09-02,2017,,Recent Advances in Natural Language Processing (RANLP),bg
hal-01741457,https://hal.science/hal-01741457v1,Thread Reconstruction in Conversational Data using Neural Coherence,"Dat Tien Nguyen,Shafiq Joty,Basma El Amel Boussaha,Maarten de Rijke",2017-08-11,2017,,Neu-IR: Workshop on Neural Information Retrieval,jp
hal-01693035,https://hal.science/hal-01693035v1,"Term variation in specialised corpora: characterisation\, automatic discovery and applications.",Béatrice Daille,2017-08,2017,,,
hal-01720863,https://hal.science/hal-01720863v1,Defining Knowledge-­Rich Contexts for Specialized Translation: Uses and Limitations of a Mixed-Methods Approach,"Aurélie Picton,Amélie Josselin-Leray,Emmanuel Planas",2017-06-28,2017,,21st Conference on Language for Specific Purposes 2017,fr
hal-02362125,https://hal.science/hal-02362125v1,Tweetaneuse : Fouille de motifs en caractères et plongement lexical à l’assaut du deft 2017,"Davide Buscaldi,Aude Grezka,Gaël Lejeune",2017-06-26,2017,,24e Conférence sur le Traitement Automatique des Langues Naturelles (TALN) : Analyse d'opinion et langage figuratif dans des tweets,fr
hal-01522413,https://hal.science/hal-01522413v1,Linking multimedia content for efficient news browsing,"Rémi Bois,Guillaume Gravier,Eric Jamet,Emmanuel Morin,Maxime Robert,Pascale Sébillot",2017-06-06,2017,,2017 ACM International Conference on Multimedia Retrieval (ICMR),ro
hal-01539976,https://hal.science/hal-01539976v1,Dialogue Act Taxonomy Interoperability Using a Meta-Model,"Soufian Salim,Nicolas Hernandez,Emmanuel Morin",2017-05,2017,,18th International Conference on Computational Linguistics and Intelligent Text Processing (CICLing),hu
hal-01537896,https://hal.science/hal-01537896v1,A comparative study of target-based and entity-based opinion extraction,"Joseph Lark,Emmanuel Morin,Sebastián Peña Saldarriaga",2017-04-17,2017,,18th International Conference on Computational Linguistics and Intelligent Text Processing (CICLing),hu
hal-01757655,https://hal.science/hal-01757655v1,"KRCTool : un concordancier bilingue pour l'aide à la révision,KRCTool: A Bilingual KRC Concordancer for Assisted Revision","Firas Hmida,Emmanuel Morin,Béatrice Daille,Emmanuel Planas",2017-04-10,2017,,1er Congrès Mondial de Traductologie (CMT),fr
hal-01721085,https://inria.hal.science/hal-01721085v1,"Le vote électronique est-il transparent\, sûr\, fiable ?",Chantal Enguehard,2017-04-01,2017,Science ... et pseudo-sciences,,
hal-01533683,https://inria.hal.science/hal-01533683v1,"Le vote électronique\, 10 ans après...",Chantal Enguehard,2017-03-30,2017,Interstices,,
